timestamp,T2r,T2e,T1
2025-04-22T05:00:55.909546,"[3.3140370164701967, 0.9087981664795666]","[31.871479313650898, 0.2712214413813969]",12.679909647034238
2025-04-22T05:01:43.994330,"[3.3353741400353316, 0.9200723164979574]","[7.412298083138595, 0.26178739100509674]",13.65897759035269
2025-04-22T05:02:32.307124,"[3.2751885307840634, 0.9324745820953577]","[13.699329562254121, 0.2663869807641972]",11.707949486801983
2025-04-22T05:03:20.657327,"[4.211847197845397, 0.9288704769027185]","[7.698749070895312, 0.2629934640755134]",12.429053071382857
2025-04-22T05:04:08.989385,"[3.4595258556869357, 0.9251319671840514]","[9.684078672441142, 0.2634183133042747]",12.484525905729093
2025-04-22T05:04:57.404112,"[3.5638592337958444, 0.9359139622136321]","[24.195342467652438, 0.25441249002514477]",13.179122522909045
2025-04-22T05:05:45.764283,"[3.2901106341786135, 0.8929101244197968]","[15.01583269325204, 0.2683379755043087]",12.427110119072818
2025-04-22T05:06:34.101689,"[4.0499548134985375, 0.9481734252646348]","[11.640984644724242, 0.27193093143565683]",12.346798777749685
2025-04-22T05:07:22.428295,"[3.8996025859555576, 0.9336417309596321]","[13.871372544190397, 0.27393906122314293]",13.981988112638938
2025-04-22T05:08:10.822399,"[3.2730992503239094, 0.9215258692377564]","[12.39001728417922, 0.27455532191148535]",13.037927501757663
2025-04-22T05:08:59.203488,"[3.14788234851736, 0.9397426575307395]","[16.302444518553628, 0.2591217446431311]",12.7961926575933
2025-04-22T05:09:47.542967,"[4.139344517425987, 0.951788398322317]","[15.520824223285455, 0.26542752009777626]",12.36044978746038
2025-04-22T05:10:35.953097,"[4.001319994323112, 0.9336472551921693]","[9.366299899212787, 0.2632316151311551]",14.358940579149866
2025-04-22T05:11:24.289582,"[4.057644760832071, 0.9414443032665631]","[17.49012197192176, 0.27674398664323974]",13.079600415972669
2025-04-22T05:12:12.619409,"[3.6603891149868804, 0.9205781667275703]","[19.21042043489436, 0.2678310664033532]",12.729529779733571
2025-04-22T05:13:00.950080,"[3.1897062163445153, 0.9239307453500198]","[17.23191878021676, 0.2682351077467584]",12.745489314890984
2025-04-22T05:13:49.280206,"[3.842184383367169, 0.9457445242777163]","[18.347145327767404, 0.26881539841346314]",12.966116243329978
2025-04-22T05:14:37.631754,"[3.207492554700339, 0.9181615368555862]","[11.161479817058806, 0.2660582926700874]",13.070707510313197
