Timestamp,Q1 T1 (us),Q1 T1 sigma,Q1 T4 (us),Q4 T1 sigma,mux Q1 T1 (us),muxQ1 T1 sigma,mux Q4 T1 (us),muxQ4 T1 sigma
2025-05-10 10:06:43,40.183080,2.070350,52.738898,3.357979,21.506976,1.072173,56.073085,3.280093
2025-05-10 10:14:24,35.937471,1.779493,57.521136,4.273268,21.605561,1.036824,55.438376,3.592377
2025-05-10 10:22:05,35.023713,1.755886,53.787705,3.860991,19.504521,0.833393,52.191565,3.141200
2025-05-10 10:29:45,35.709827,1.881946,51.864874,2.564679,20.373629,0.858295,52.459621,3.620670
2025-05-10 10:37:26,34.190490,1.530307,53.378412,3.419926,19.177740,0.927736,50.315349,3.183489
2025-05-10 10:45:07,32.268150,1.473610,54.487933,3.203268,20.834420,1.138272,56.594652,4.256430
2025-05-10 10:52:47,29.959768,1.518822,62.084361,3.965320,19.126531,0.781677,50.896349,2.865029
2025-05-10 11:00:29,34.883071,1.832920,48.805647,2.965508,19.028162,0.920750,57.220089,4.023053
2025-05-10 11:08:09,37.199834,1.792821,45.031074,2.457552,19.021931,0.764099,53.831767,3.357171
2025-05-10 11:15:50,32.256102,1.427999,54.202413,3.231122,17.448876,0.841510,51.675607,2.972147
2025-05-10 11:23:30,34.047565,1.445750,49.827466,2.763749,18.109082,1.104697,53.003664,3.837983
2025-05-10 11:31:11,36.663341,1.845667,49.751049,2.655624,20.180324,1.215516,55.961269,3.887677
2025-05-10 11:38:52,34.643544,1.844333,48.599051,3.310990,20.140195,1.034509,47.442132,3.094652
2025-05-10 11:46:33,34.798785,1.681411,51.989269,2.965403,18.825107,0.855709,55.049423,3.522397
2025-05-10 11:54:13,37.940938,1.973241,49.001910,3.192249,19.779257,1.039281,47.080512,2.877543
2025-05-10 12:01:54,35.555476,1.974200,53.688001,3.421390,19.433407,0.989153,53.304199,2.648561
2025-05-10 12:09:35,31.994925,1.782943,51.058226,2.988683,19.529473,0.946033,45.127713,2.624838
2025-05-10 12:17:16,38.307974,2.064444,54.301874,3.171738,16.821754,0.824722,51.955916,2.946193
2025-05-10 12:24:56,30.459245,1.929982,44.736884,2.388616,13.939072,1.008396,50.922646,3.011586
2025-05-10 12:32:37,31.612555,2.221075,44.633615,3.122576,16.349830,0.818734,46.268756,2.751336
2025-05-10 12:40:17,27.588967,2.014506,53.071615,3.873878,14.502446,1.019163,43.995734,2.439296
2025-05-10 12:47:56,32.257991,2.134662,47.436991,2.295306,15.544301,0.930493,47.874737,3.330897
